DRUG_ID,DRUG_NAME,COSMIC_ID,DRUGSET_ID,n_doses,logic50,logic50_sigma,n_log,n_log_sigma,base,base_sigma,success,fun,residual_std,latent_logRNAseq_svd5,latent_logRNAseq_svd20
1003,Camptothecin,683667,159,7,-3.6123432779842215,4.397088210953311,-1.4659230673277717,0.5859126200691737,39580.070745524026,1.0000034815346819,True,0.21180319043230678,2179.0714135179105,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1003,Camptothecin,683667,217,7,-3.183475143536688,4.015642685291388,-1.246468577861604,0.6127847601930271,36577.599807821774,1.000306826683223,True,0.2754851283212594,2517.037744616448,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1003,Camptothecin,683667,231,7,-1.8420624003190624,2.989361007571646,0.4217422642987628,7.681416332082357,19206.666733870265,95.27605561159601,True,0.32584569133123203,632.8583088594468,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1003,Camptothecin,683667,330,7,-1.9737611046372823,9.350091591485008,-1.1779160582162906,1.146981287881476,23630.233000513115,93.6199432886707,True,0.47080307778382047,2195.427597889081,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1003,Camptothecin,683667,569,7,-1.6007178509468278,7.848557000815408,-0.43849031980217934,4.158285607589491,20582.344575480194,98.45885853082592,True,0.44624017411350814,1799.0570842176041,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1073,5-Fluorouracil,683667,217,7,4.563719837074186,14.391067656309117,-1.808521455256545,0.6479035579825583,35953.03077647781,99.26768556967197,True,0.7943181087349152,3137.93065973526,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1073,5-Fluorouracil,683667,231,7,-1.8798554978536353,221.0995241800685,-5.694063337839308,48.556698883866105,23316.96731984608,80.90716771272142,True,4.10099950100439,2594.309213813604,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1073,5-Fluorouracil,683667,323,7,-2.3495801662829012,228.30908797821564,-5.581368254828078,51.488662841745004,20510.040073820615,81.27792197458693,True,4.530229544401756,3759.9601063569257,"[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242]","[58.560338974489305, -0.919401164948141, -6.5724262919429846, -1.3146476043090585, -1.7048838020416242, 1.7929436331154496, 0.6317458333365022, -0.6624154071470244, 0.8028687836358173, 0.2007484434009736, -0.2843057714720445, -0.07700624520983546, 1.2323547487600284, 0.6006261441633776, 1.009741835104697, 2.6511807385028225, 0.9649012347164189, -1.3019386370247183, -2.0220894706731274, 0.9381356332129259]"
1073,5-Fluorouracil,684052,217,7,4.250980218547584,4.735297798235814,-0.1342112454865245,1.7874606038990248,36235.49992607668,96.50620106905333,True,0.512048297997828,1916.915065797875,"[61.236630124047245, 0.4469463742217855, -7.553977815799405, -0.09098861880772863, 1.192664423763522]","[61.236630124047245, 0.4469463742217855, -7.553977815799405, -0.09098861880772863, 1.192664423763522, 5.883355444168254, 3.2654802107217877, -1.024458486799479, 2.1115501286342018, 2.7225453297035545, 0.8906039706858, 2.4172067731274955, -3.3604876670870483, 1.5578594680167286, 3.5102152007087235, -4.051958401484158, 0.6839339017610797, 1.7169057551592108, -1.97204807409608, 1.946347488798613]"
1073,5-Fluorouracil,684052,284,7,5.270354328123955,7.739344707664236,-1.0212715112531483,0.6402366911738994,41471.60720869353,98.42349911444855,True,0.6412632272353486,2448.41973657482,"[61.236630124047245, 0.4469463742217855, -7.553977815799405, -0.09098861880772863, 1.192664423763522]","[61.236630124047245, 0.4469463742217855, -7.553977815799405, -0.09098861880772863, 1.192664423763522, 5.883355444168254, 3.2654802107217877, -1.024458486799479, 2.1115501286342018, 2.7225453297035545, 0.8906039706858, 2.4172067731274955, -3.3604876670870483, 1.5578594680167286, 3.5102152007087235, -4.051958401484158, 0.6839339017610797, 1.7169057551592108, -1.97204807409608, 1.946347488798613]"
